practice_input,target_hsn8,target_hsn4,target_hsn6,target_description,difficulty,source
cereal flours other than that of,11021000,1102,110210,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN RYE FLOUR,easy,training_mode
cereal other than of wheat meslin,11021000,1102,110210,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN RYE FLOUR,medium,training_mode
cerea flour othe than that of,11021000,1102,110210,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN RYE FLOUR,hard,training_mode
maize corn flour,11022000,1102,110220,MAIZE (CORN) FLOUR,easy,training_mode
maize flour,11022000,1102,110220,MAIZE (CORN) FLOUR,medium,training_mode
maiz corn flou,11022000,1102,110220,MAIZE (CORN) FLOUR,hard,training_mode
cereal flours other than that of,11023000,1102,110230,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN RICE FLOUR,easy,training_mode
cereal other than of wheat meslin,11023000,1102,110230,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN RICE FLOUR,medium,training_mode
cerea flour othe than that of,11023000,1102,110230,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN RICE FLOUR,hard,training_mode
cereal flours other than that of,11029000,1102,110290,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN OTHER,easy,training_mode
cereal other than of wheat meslin,11029000,1102,110290,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN OTHER,medium,training_mode
cerea flour othe than that of,11029000,1102,110290,CEREAL FLOURS OTHER THAN THAT OF WHEAT OR MESLIN OTHER,hard,training_mode
rye flour,11029010,1102,110290,RYE FLOUR,easy,training_mode
rye flou,11029010,1102,110290,RYE FLOUR,hard,training_mode
brown rice flour,11029021,1102,110290,Brown rice flour,easy,training_mode
brown flour,11029021,1102,110290,Brown rice flour,medium,training_mode
brow rice flou,11029021,1102,110290,Brown rice flour,hard,training_mode
white rice flour,11029022,1102,110290,white rice flour,easy,training_mode
white flour,11029022,1102,110290,white rice flour,medium,training_mode
whit rice flou,11029022,1102,110290,white rice flour,hard,training_mode
other,11029029,1102,110290,other,easy,training_mode
othe,11029029,1102,110290,other,hard,training_mode
other,11029090,1102,110290,Other,easy,training_mode
othe,11029090,1102,110290,Other,hard,training_mode
groat,11031110,1103,110311,GROAT,easy,training_mode
groa,11031110,1103,110311,GROAT,hard,training_mode
meal,11031120,1103,110311,MEAL,easy,training_mode
of maize corn,11031300,1103,110313,OF MAIZE (CORN),easy,training_mode
of corn,11031300,1103,110313,OF MAIZE (CORN),medium,training_mode
of maiz corn,11031300,1103,110313,OF MAIZE (CORN),hard,training_mode
of other cereals,11031900,1103,110319,OF OTHER CEREALS,easy,training_mode
of cereals,11031900,1103,110319,OF OTHER CEREALS,medium,training_mode
of othe cereal,11031900,1103,110319,OF OTHER CEREALS,hard,training_mode
pellets,11032000,1103,110320,PELLETS,easy,training_mode
pellet,11032000,1103,110320,PELLETS,hard,training_mode
of oats,11041200,1104,110412,OF OATS,easy,training_mode
of other cereals,11041900,1104,110419,OF OTHER CEREALS,easy,training_mode
of cereals,11041900,1104,110419,OF OTHER CEREALS,medium,training_mode
of othe cereal,11041900,1104,110419,OF OTHER CEREALS,hard,training_mode
of oats,11042200,1104,110422,OF OATS,easy,training_mode
of maize corn,11042300,1104,110423,OF MAIZE (CORN),easy,training_mode
of corn,11042300,1104,110423,OF MAIZE (CORN),medium,training_mode
of maiz corn,11042300,1104,110423,OF MAIZE (CORN),hard,training_mode
of other cereals,11042900,1104,110429,OF OTHER CEREALS,easy,training_mode
of cereals,11042900,1104,110429,OF OTHER CEREALS,medium,training_mode
of othe cereal,11042900,1104,110429,OF OTHER CEREALS,hard,training_mode
germ of cereals whole rolled flaked,11043000,1104,110430,"GERM OF CEREALS, WHOLE, ROLLED, FLAKED OR GROUND",easy,training_mode
germ cereals whole flaked or,11043000,1104,110430,"GERM OF CEREALS, WHOLE, ROLLED, FLAKED OR GROUND",medium,training_mode
germ of cereal whol rolle flake,11043000,1104,110430,"GERM OF CEREALS, WHOLE, ROLLED, FLAKED OR GROUND",hard,training_mode
flour meal and powder,11051000,1105,110510,"FLOUR, MEAL AND POWDER",easy,training_mode
flour and powder,11051000,1105,110510,"FLOUR, MEAL AND POWDER",medium,training_mode
flou meal and powde,11051000,1105,110510,"FLOUR, MEAL AND POWDER",hard,training_mode
flakes granules and pellets,11052000,1105,110520,"FLAKES, GRANULES AND PELLETS",easy,training_mode
flakes and pellets,11052000,1105,110520,"FLAKES, GRANULES AND PELLETS",medium,training_mode
flake granule and pellet,11052000,1105,110520,"FLAKES, GRANULES AND PELLETS",hard,training_mode
flour meal and powder of the,11061000,1106,110610,"FLOUR, MEAL AND POWDER OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713, OF SAGO OR OF ROOTS OR TUBERS OF HEADING 0714 OR OF THE PRODUCTS OF CHAPTER 8 OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713",easy,training_mode
flour and powder the dried vegetables,11061000,1106,110610,"FLOUR, MEAL AND POWDER OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713, OF SAGO OR OF ROOTS OR TUBERS OF HEADING 0714 OR OF THE PRODUCTS OF CHAPTER 8 OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713",medium,training_mode
flou meal and powde of the,11061000,1106,110610,"FLOUR, MEAL AND POWDER OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713, OF SAGO OR OF ROOTS OR TUBERS OF HEADING 0714 OR OF THE PRODUCTS OF CHAPTER 8 OF THE DRIED LEGUMINOUS VEGETABLES OF HEADING 0713",hard,training_mode
guar meal,11061010,1106,110610,Guar Meal,easy,training_mode
others,11061090,1106,110610,Others,easy,training_mode
other,11061090,1106,110610,Others,hard,training_mode
of sago,11062010,1106,110620,OF SAGO,easy,training_mode
of manioc cassava,11062020,1106,110620,OF MANIOC (CASSAVA),easy,training_mode
of cassava,11062020,1106,110620,OF MANIOC (CASSAVA),medium,training_mode
of manio cassav,11062020,1106,110620,OF MANIOC (CASSAVA),hard,training_mode
of other roots and tubers,11062090,1106,110620,OF OTHER ROOTS AND TUBERS,easy,training_mode
of roots and,11062090,1106,110620,OF OTHER ROOTS AND TUBERS,medium,training_mode
of othe root and tuber,11062090,1106,110620,OF OTHER ROOTS AND TUBERS,hard,training_mode
of tamarind,11063010,1106,110630,OF TAMARIND,easy,training_mode
of tamarin,11063010,1106,110630,OF TAMARIND,hard,training_mode
of singoda,11063020,1106,110630,OF SINGODA,easy,training_mode
of singod,11063020,1106,110630,OF SINGODA,hard,training_mode
mango flour,11063030,1106,110630,MANGO FLOUR,easy,training_mode
mang flou,11063030,1106,110630,MANGO FLOUR,hard,training_mode
other,11063090,1106,110630,OTHER,easy,training_mode
othe,11063090,1106,110630,OTHER,hard,training_mode
not roasted,11071000,1107,110710,NOT ROASTED,easy,training_mode
not roaste,11071000,1107,110710,NOT ROASTED,hard,training_mode
roasted,11072000,1107,110720,ROASTED,easy,training_mode
roaste,11072000,1107,110720,ROASTED,hard,training_mode
wheat starch,11081100,1108,110811,WHEAT STARCH,easy,training_mode
whea starc,11081100,1108,110811,WHEAT STARCH,hard,training_mode
maize corn starch,11081200,1108,110812,MAIZE (CORN) STARCH,easy,training_mode
maize starch,11081200,1108,110812,MAIZE (CORN) STARCH,medium,training_mode
maiz corn starc,11081200,1108,110812,MAIZE (CORN) STARCH,hard,training_mode
potato starch,11081300,1108,110813,POTATO STARCH,easy,training_mode
potat starc,11081300,1108,110813,POTATO STARCH,hard,training_mode
manioc cassava starch,11081400,1108,110814,MANIOC (CASSAVA) STARCH,easy,training_mode
manioc starch,11081400,1108,110814,MANIOC (CASSAVA) STARCH,medium,training_mode
manio cassav starc,11081400,1108,110814,MANIOC (CASSAVA) STARCH,hard,training_mode
sago,11081910,1108,110819,SAGO,easy,training_mode
other,11081990,1108,110819,OTHER,easy,training_mode
othe,11081990,1108,110819,OTHER,hard,training_mode
inulin,11082000,1108,110820,INULIN,easy,training_mode
inuli,11082000,1108,110820,INULIN,hard,training_mode
wheat gluten whether or not dried,11090000,1109,110900,"WHEAT GLUTEN, WHETHER OR NOT DRIED",easy,training_mode
wheat whether or dried,11090000,1109,110900,"WHEAT GLUTEN, WHETHER OR NOT DRIED",medium,training_mode
whea glute whethe or not drie,11090000,1109,110900,"WHEAT GLUTEN, WHETHER OR NOT DRIED",hard,training_mode
soya beans whether or not broken,12010010,1201,120100,"SOYA BEANS, WHETHER OR NOT BROKEN SOYA BEANS, WHETHER OR NOT BROKEN : OF SEED QUALITY",easy,training_mode
soya whether or broken soya whether,12010010,1201,120100,"SOYA BEANS, WHETHER OR NOT BROKEN SOYA BEANS, WHETHER OR NOT BROKEN : OF SEED QUALITY",medium,training_mode
soya bean whethe or not broke,12010010,1201,120100,"SOYA BEANS, WHETHER OR NOT BROKEN SOYA BEANS, WHETHER OR NOT BROKEN : OF SEED QUALITY",hard,training_mode
soya beans whether or not broken,12010090,1201,120100,"SOYA BEANS, WHETHER OR NOT BROKEN SOYA BEANS, WHETHER OR NOT BROKEN : OTHER",easy,training_mode
soya whether or broken soya whether,12010090,1201,120100,"SOYA BEANS, WHETHER OR NOT BROKEN SOYA BEANS, WHETHER OR NOT BROKEN : OTHER",medium,training_mode
soya bean whethe or not broke,12010090,1201,120100,"SOYA BEANS, WHETHER OR NOT BROKEN SOYA BEANS, WHETHER OR NOT BROKEN : OTHER",hard,training_mode
seed,12011000,1201,120110,seed,easy,training_mode
other,12019000,1201,120190,Other,easy,training_mode
othe,12019000,1201,120190,Other,hard,training_mode
ground nuts not roasted or otherwise,12021011,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : H.P.S : OF SEED QUALITY",easy,training_mode
ground not roasted otherwise cooked or,12021011,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : H.P.S : OF SEED QUALITY",medium,training_mode
groun nuts not roaste or otherwis,12021011,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : H.P.S : OF SEED QUALITY",hard,training_mode
ground nuts not roasted or otherwise,12021019,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : H.P.S : OTHER",easy,training_mode
ground not roasted otherwise cooked or,12021019,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : H.P.S : OTHER",medium,training_mode
groun nuts not roaste or otherwis,12021019,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : H.P.S : OTHER",hard,training_mode
ground nuts not roasted or otherwise,12021091,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : OTHER : OF SEED QUALITY",easy,training_mode
ground not roasted otherwise cooked or,12021091,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : OTHER : OF SEED QUALITY",medium,training_mode
groun nuts not roaste or otherwis,12021091,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : OTHER : OF SEED QUALITY",hard,training_mode
ground nuts not roasted or otherwise,12021099,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : OTHER : OTHER",easy,training_mode
ground not roasted otherwise cooked or,12021099,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : OTHER : OTHER",medium,training_mode
groun nuts not roaste or otherwis,12021099,1202,120210,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN IN SHELL : OTHER : OTHER",hard,training_mode
ground nuts not roasted or otherwise,12022010,1202,120220,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN SHELLED, WHETHER OR NOT BROKEN : KERNELS, H.P.S.",easy,training_mode
ground not roasted otherwise cooked or,12022010,1202,120220,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN SHELLED, WHETHER OR NOT BROKEN : KERNELS, H.P.S.",medium,training_mode
groun nuts not roaste or otherwis,12022010,1202,120220,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN SHELLED, WHETHER OR NOT BROKEN : KERNELS, H.P.S.",hard,training_mode
ground nuts not roasted or otherwise,12022090,1202,120220,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN SHELLED, WHETHER OR NOT BROKEN : OTHER",easy,training_mode
ground not roasted otherwise cooked or,12022090,1202,120220,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN SHELLED, WHETHER OR NOT BROKEN : OTHER",medium,training_mode
groun nuts not roaste or otherwis,12022090,1202,120220,"GROUND?NUTS, NOT ROASTED OR OTHERWISE COOKED, WHETHER OR NOT SHELLED OR BROKEN SHELLED, WHETHER OR NOT BROKEN : OTHER",hard,training_mode
h p s,12023010,1202,120230,H. P. S.,easy,training_mode
h s,12023010,1202,120230,H. P. S.,medium,training_mode
other,12023090,1202,120230,Other,easy,training_mode
othe,12023090,1202,120230,Other,hard,training_mode
h p s,12024110,1202,120241,H.P.S.,easy,training_mode
h s,12024110,1202,120241,H.P.S.,medium,training_mode
other,12024190,1202,120241,Other,easy,training_mode
othe,12024190,1202,120241,Other,hard,training_mode
kernels h p s,12024210,1202,120242,"KERNELS, H.P.S.",easy,training_mode
kernels p s,12024210,1202,120242,"KERNELS, H.P.S.",medium,training_mode
kernel h p s,12024210,1202,120242,"KERNELS, H.P.S.",hard,training_mode
kernels other,12024220,1202,120242,"KERNELS,OTHER",easy,training_mode
kernel othe,12024220,1202,120242,"KERNELS,OTHER",hard,training_mode
other,12024290,1202,120242,Other,easy,training_mode
othe,12024290,1202,120242,Other,hard,training_mode
copra,12030000,1203,120300,COPRA,easy,training_mode
copr,12030000,1203,120300,COPRA,hard,training_mode
of seed quality,12040010,1204,120400,OF SEED QUALITY,easy,training_mode
of quality,12040010,1204,120400,OF SEED QUALITY,medium,training_mode
of seed qualit,12040010,1204,120400,OF SEED QUALITY,hard,training_mode
other,12040090,1204,120400,OTHER,easy,training_mode
othe,12040090,1204,120400,OTHER,hard,training_mode
low erucic acid rape or colza,12051000,1205,120510,LOW ERUCIC ACID RAPE OR COLZA SEEDS,easy,training_mode
low acid rape colza seeds,12051000,1205,120510,LOW ERUCIC ACID RAPE OR COLZA SEEDS,medium,training_mode
low eruci acid rape or colz,12051000,1205,120510,LOW ERUCIC ACID RAPE OR COLZA SEEDS,hard,training_mode
other,12059000,1205,120590,OTHER,easy,training_mode
othe,12059000,1205,120590,OTHER,hard,training_mode
of seed quality,12060010,1206,120600,OF SEED QUALITY,easy,training_mode
of quality,12060010,1206,120600,OF SEED QUALITY,medium,training_mode
of seed qualit,12060010,1206,120600,OF SEED QUALITY,hard,training_mode
other,12060090,1206,120600,OTHER,easy,training_mode
othe,12060090,1206,120600,OTHER,hard,training_mode
palm nuts,12071010,1207,120710,PALM NUTS,easy,training_mode
palm kernels,12071090,1207,120710,PALM KERNELS,easy,training_mode
palm kernel,12071090,1207,120710,PALM KERNELS,hard,training_mode
other oil seeds and oleaginous fruits,12072010,1207,120720,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN COTTON SEEDS : OF SEED QUALITY",easy,training_mode
other seeds and fruits whether not,12072010,1207,120720,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN COTTON SEEDS : OF SEED QUALITY",medium,training_mode
othe oil seed and oleaginou fruit,12072010,1207,120720,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN COTTON SEEDS : OF SEED QUALITY",hard,training_mode
other oil seeds and oleaginous fruits,12072090,1207,120720,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN COTTON SEEDS : OTHER",easy,training_mode
other seeds and fruits whether not,12072090,1207,120720,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN COTTON SEEDS : OTHER",medium,training_mode
othe oil seed and oleaginou fruit,12072090,1207,120720,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS, WHETHER OR NOT BROKEN COTTON SEEDS : OTHER",hard,training_mode
seed,12072100,1207,120721,Seed,easy,training_mode
other,12072900,1207,120729,Other,easy,training_mode
othe,12072900,1207,120729,Other,hard,training_mode
of seed quality,12073010,1207,120730,OF SEED QUALITY,easy,training_mode
of quality,12073010,1207,120730,OF SEED QUALITY,medium,training_mode
of seed qualit,12073010,1207,120730,OF SEED QUALITY,hard,training_mode
other,12073090,1207,120730,OTHER,easy,training_mode
othe,12073090,1207,120730,OTHER,hard,training_mode
of seed quality,12074010,1207,120740,OF SEED QUALITY,easy,training_mode
of quality,12074010,1207,120740,OF SEED QUALITY,medium,training_mode
of seed qualit,12074010,1207,120740,OF SEED QUALITY,hard,training_mode
other,12074090,1207,120740,OTHER,easy,training_mode
othe,12074090,1207,120740,OTHER,hard,training_mode
of seed quality,12075010,1207,120750,OF SEED QUALITY,easy,training_mode
of quality,12075010,1207,120750,OF SEED QUALITY,medium,training_mode
of seed qualit,12075010,1207,120750,OF SEED QUALITY,hard,training_mode
other,12075090,1207,120750,OTHER,easy,training_mode
othe,12075090,1207,120750,OTHER,hard,training_mode
of seed quality,12076010,1207,120760,OF SEED QUALITY,easy,training_mode
of quality,12076010,1207,120760,OF SEED QUALITY,medium,training_mode
of seed qualit,12076010,1207,120760,OF SEED QUALITY,hard,training_mode
other,12076090,1207,120760,OTHER,easy,training_mode
othe,12076090,1207,120760,OTHER,hard,training_mode
of seed quality,12077010,1207,120770,Of seed quality,easy,training_mode
of quality,12077010,1207,120770,Of seed quality,medium,training_mode
of seed qualit,12077010,1207,120770,Of seed quality,hard,training_mode
other,12077090,1207,120770,Other,easy,training_mode
othe,12077090,1207,120770,Other,hard,training_mode
poppy seeds,12079100,1207,120791,POPPY SEEDS,easy,training_mode
popp seed,12079100,1207,120791,POPPY SEEDS,hard,training_mode
ajams,12079910,1207,120799,AJAMS,easy,training_mode
ajam,12079910,1207,120799,AJAMS,hard,training_mode
mango kernel,12079920,1207,120799,MANGO KERNEL,easy,training_mode
mang kerne,12079920,1207,120799,MANGO KERNEL,hard,training_mode
niger seed,12079930,1207,120799,NIGER SEED,easy,training_mode
nige seed,12079930,1207,120799,NIGER SEED,hard,training_mode
kokam,12079940,1207,120799,KOKAM,easy,training_mode
koka,12079940,1207,120799,KOKAM,hard,training_mode
other,12079990,1207,120799,OTHER,easy,training_mode
othe,12079990,1207,120799,OTHER,hard,training_mode
of soya beans,12081000,1208,120810,OF SOYA BEANS,easy,training_mode
of beans,12081000,1208,120810,OF SOYA BEANS,medium,training_mode
of soya bean,12081000,1208,120810,OF SOYA BEANS,hard,training_mode
other,12089000,1208,120890,OTHER,easy,training_mode
